type,spots_available,begin_date,municipality_code
VGO,6,03-10-2019,90
VGO,6,07-11-2016,183
BSO,34,27-12-2017,281
VGO,6,26-10-2020,1676
VGO,6,12-05-2022,1892
VGO,6,10-07-2020,158
VGO,6,22-01-2016,1507
KDV,12,07-09-2020,375
VGO,6,25-02-2022,654
KDV,32,01-10-2020,1674
VGO,2,18-02-2022,363
VGO,6,24-03-2022,772
VGO,6,13-01-2022,553
VGO,6,30-06-2022,995
VGO,6,05-02-2019,228
VGO,6,04-01-2022,363
VGO,6,29-01-2018,1742
VGO,6,29-06-2017,1940
KDV,32,01-01-2010,755
VGO,6,01-12-2016,1891
VGO,6,06-01-2021,1931
VGO,6,12-11-2019,518
BSO,12,01-09-2019,599
VGO,6,25-09-2020,637
BSO,33,28-08-2017,1729
VGO,6,01-07-2021,748
VGO,6,16-03-2017,106
KDV,10,01-01-2020,1876
VGO,6,14-12-2020,441
KDV,48,01-04-2022,796
BSO,36,20-02-2019,1980
KDV,16,15-02-2017,546
BSO,22,16-07-2014,677
VGO,6,06-03-2018,537
VGO,6,14-06-2018,484
VGO,6,14-05-2020,193
VGO,6,12-08-2019,439
VGO,6,25-04-2019,14
VGO,6,26-11-2019,1969
KDV,16,10-10-2017,718
VGO,6,15-12-2021,1894
BSO,25,07-01-2019,109
VGO,5,15-02-2021,1940
BSO,30,16-08-2018,632
VGO,5,07-03-2018,228
VGO,6,01-05-2022,855
VGO,6,06-08-2020,114
VGO,6,13-04-2017,392
BSO,20,12-08-2020,569
VGO,6,20-08-2018,166
VGO,6,15-09-2016,784
VGO,4,11-07-2017,1960
BSO,66,01-01-2002,1705
VGO,6,11-05-2017,1952
KDV,32,29-08-2011,114
BSO,20,13-07-2017,197
VGO,6,19-01-2016,344
BSO,7,02-02-2021,1690
BSO,22,18-10-2020,1949
VGO,4,18-04-2016,828
VGO,4,01-01-2021,34
VGO,6,01-05-2021,59
VGO,6,17-09-2019,718
VGO,6,12-11-2018,518
BSO,20,28-06-2021,189
BSO,10,23-04-2019,489
VGO,6,29-11-2021,85
VGO,6,26-07-2022,1924
VGO,6,01-07-2019,865
VGO,6,24-07-2017,420
VGO,6,20-07-2015,171
VGO,6,01-08-2022,865
VGO,6,09-06-2017,505
BSO,16,01-02-2019,766
VGO,6,19-06-2018,935
VGO,6,18-09-2019,200
VGO,6,21-09-2021,1940
BSO,40,24-05-2017,1959
BSO,20,01-01-2010,14
KDV,16,28-08-2019,448
VGO,6,18-06-2020,1581
BSO,80,05-12-2018,995
BSO,20,22-10-2021,1982
VGO,6,03-09-2010,37
VGO,5,01-04-2022,1966
VGO,6,11-10-2018,1969
VGO,5,26-11-2020,748
VGO,6,25-05-2016,243
VGO,6,12-01-2022,74
VGO,6,07-02-2019,299
GOB,NaN,27-10-2020,866
VGO,6,19-11-2020,537
VGO,6,31-07-2020,344
VGO,6,01-02-2021,1903
VGO,6,31-03-2021,363
VGO,4,02-11-2020,1900
KDV,72,26-10-2020,14
BSO,22,27-09-2021,313
VGO,4,09-08-2018,164
VGO,6,07-09-2021,1652
VGO,6,16-06-2022,184
KDV,46,16-08-2020,637
VGO,6,01-08-2021,1924
KDV,14,23-10-2017,1904
BSO,60,01-01-2014,213
KDV,48,22-08-2019,114
VGO,6,24-12-2021,637
VGO,6,01-10-2020,983
VGO,4,08-02-2017,228
VGO,6,01-10-2010,268
VGO,6,21-07-2020,392
VGO,6,08-06-2017,1701
VGO,6,18-07-2018,935
VGO,6,19-04-2010,166
VGO,6,13-05-2019,1940
VGO,6,15-02-2018,230
VGO,6,21-02-2017,244
BSO,44,01-03-2021,358
BSO,44,15-04-2021,1969
KDV,16,29-10-2018,1940
VGO,6,26-01-2021,72
VGO,6,20-10-2015,758
BSO,30,22-08-2022,344
VGO,6,10-05-2021,1652
VGO,6,19-10-2010,1970
VGO,6,07-07-2020,14
BSO,40,01-01-2019,597
VGO,6,27-11-2014,748
VGO,6,16-09-2019,772
VGO,6,14-05-2020,405
VGO,4,18-07-2018,193
KDV,112,01-09-2010,193
VGO,5,11-12-2019,518
VGO,6,26-08-2021,268
VGO,6,18-11-2010,106
BSO,25,04-09-2018,302
VGO,6,01-01-2018,1883
BSO,125,21-03-2022,917
BSO,22,04-02-2021,1970
BSO,16,30-08-2021,228
KDV,24,28-07-2021,1952
BSO,11,25-11-2021,518
VGO,6,29-07-2010,1894
KDV,4,01-06-2018,1680
VGO,6,20-03-2018,109
VGO,6,22-09-2016,1731
VGO,6,02-12-2015,85
VGO,6,15-07-2021,1900
BSO,33,08-05-2017,153
BSO,44,01-05-2018,677
VGO,6,23-01-2019,184
VGO,6,15-10-2020,1676
VGO,4,14-11-2018,1954
VGO,4,22-05-2019,363
KDV,16,23-10-2017,797
VGO,6,14-12-2020,865
KDV,8,01-08-2018,1931
VGO,6,29-07-2022,296
KDV,15,13-09-2018,399
BSO,60,31-10-2016,1705
KDV,16,07-01-2019,855
VGO,5,23-01-2019,794
BSO,12,19-11-2018,599
BSO,77,05-09-2016,861
KDV,16,12-12-2017,531
VGO,6,13-10-2020,1894
KDV,18,21-08-2019,363
VGO,6,12-01-2021,184
BSO,10,17-05-2021,392
BSO,22,04-05-2018,518
VGO,6,01-04-2020,479
VGO,6,17-08-2020,420
VGO,6,14-08-2019,47
KDV,62,01-08-2017,363
VGO,6,18-07-2022,599
VGO,6,26-04-2018,599
VGO,6,03-08-2018,184
VGO,4,12-02-2019,243
VGO,5,16-09-2021,622
VGO,6,01-08-2018,150
VGO,4,27-01-2022,797
KDV,53,05-08-2021,518
BSO,48,16-03-2016,503
VGO,6,27-07-2020,809
BSO,10,01-03-2019,1924
KDV,32,04-09-2017,1680
VGO,6,06-12-2019,118
VGO,6,06-09-2018,1719
VGO,6,24-05-2016,394
KDV,16,17-08-2020,363
KDV,50,20-01-2022,796
VGO,6,08-10-2018,150
VGO,3,07-12-2010,1952
KDV,24,01-09-2020,1842
VGO,6,07-03-2019,80
BSO,14,30-03-2020,826
VGO,6,29-04-2022,1730
VGO,6,25-08-2014,90
VGO,6,07-12-2020,394
VGO,6,08-07-2020,1970
VGO,6,08-01-2020,197
VGO,6,25-08-2010,513
BSO,60,03-02-2014,1883
VGO,5,13-07-2010,148
VGO,2,30-08-2019,114
VGO,6,03-06-2022,1598
VGO,6,02-08-2022,627
VGO,6,18-04-2018,758
KDV,132,01-01-2010,394
VGO,6,18-05-2020,772
KDV,16,02-09-2019,274
VGO,4,06-10-2010,1598
KDV,48,20-12-2016,505
VGO,6,01-09-2021,599
BSO,22,27-09-2017,1730
VGO,6,29-05-2018,687
BSO,20,13-06-2018,363
VGO,6,23-07-2020,758
VGO,6,14-11-2018,1773
VGO,6,28-12-2021,1991
VGO,6,07-09-2017,150
VGO,4,19-01-2022,1734
BSO,84,01-01-2017,362
VGO,6,02-08-2022,232
VGO,6,26-09-2019,610
VGO,6,09-08-2016,797
VGO,6,24-11-2021,1959
VGO,6,14-07-2020,983
BSO,22,06-09-2021,1640
KDV,12,12-10-2016,861
KDV,14,01-07-2016,716
VGO,6,15-11-2016,160
VGO,6,09-04-2021,1774
BSO,22,23-01-2017,268
BSO,65,18-12-2019,855
VGO,6,27-06-2019,1949
VGO,6,21-08-2013,1734
VGO,6,11-11-2016,230
VGO,5,20-07-2021,200
VGO,6,08-09-2016,268
BSO,24,15-03-2018,1963
VGO,6,03-06-2022,160
VGO,6,10-05-2022,826
BSO,36,10-04-2017,637
VGO,6,09-12-2019,1701
BSO,34,24-11-2014,355
KDV,62,19-02-2018,637
VGO,6,27-08-2020,1507
KDV,40,21-08-2017,356
VGO,6,06-09-2021,168
BSO,18,01-11-2015,202
BSO,11,19-11-2021,34
VGO,6,01-02-2020,141
KDV,40,07-11-2017,150
VGO,6,09-04-2019,861
VGO,6,01-08-2020,794
VGO,6,11-04-2019,150
VGO,6,14-06-2019,216
VGO,4,16-08-2021,363
VGO,6,13-03-2019,1711
VGO,6,09-12-2015,1970
VGO,6,19-08-2019,1949
VGO,6,29-09-2016,296
VGO,6,23-04-2019,1900
BSO,20,09-01-2020,375
VGO,6,17-06-2019,352
VGO,6,17-02-2016,269
VGO,6,19-08-2022,501
KDV,16,01-08-2016,498
VGO,6,20-01-2022,1731
KDV,40,13-07-2015,307
VGO,6,20-06-2016,184
BSO,66,30-06-2021,363
VGO,6,20-04-2020,603
BSO,4,30-04-2019,118
KDV,15,08-05-2017,1771
BSO,22,12-07-2022,888
KDV,40,11-06-2019,1979
KDV,32,23-02-2017,893
VGO,6,06-09-2016,498
VGO,6,28-03-2017,1708
BSO,44,10-08-2020,214
VGO,6,23-03-2022,479
VGO,4,09-03-2022,678
VGO,6,13-10-2017,845
VGO,2,29-08-2018,184
KDV,48,19-06-2017,228
VGO,4,19-03-2021,531
BSO,8,03-11-2020,59
VGO,6,15-07-2020,34
BSO,28,02-09-2017,1709
VGO,6,01-01-2017,160
KDV,16,01-09-2016,1970
VGO,4,09-07-2020,865
VGO,6,03-11-2010,14
VGO,6,01-10-2019,546
BSO,16,16-01-2020,177
VGO,6,21-09-2016,150
VGO,6,30-11-2016,995
VGO,6,02-11-2020,166
BSO,14,31-08-2020,599
VGO,6,14-04-2022,1507
VGO,6,10-09-2020,1924
BSO,86,01-01-2020,344
VGO,6,28-06-2021,439
VGO,6,29-11-2021,1859
VGO,6,10-05-2021,216
VGO,4,26-10-2020,736
KDV,45,03-09-2020,513
KDV,16,01-07-2020,363
BSO,14,09-11-2017,166
VGO,6,03-03-2020,1680
BSO,55,01-05-2014,597
KDV,16,04-08-2017,193
BSO,20,04-10-2016,828
KDV,16,10-05-2022,1911
VGO,6,01-06-2022,687
KDV,5,22-08-2022,1783
BSO,22,22-08-2016,599
GOB,NaN,16-01-2016,627
BSO,50,18-08-2014,164
BSO,68,07-05-2018,202
VGO,6,09-12-2020,335
VGO,6,02-12-2019,518
VGO,6,02-12-2021,758
VGO,6,30-07-2021,758
KDV,16,02-06-2017,824
VGO,5,19-12-2019,344
KDV,16,08-11-2016,1930
KDV,14,16-08-2021,935
VGO,6,01-08-2022,1721
VGO,6,12-08-2011,798
BSO,40,01-11-2018,1916
VGO,4,22-02-2018,307
VGO,6,25-08-2020,200
VGO,6,18-10-2010,281
VGO,6,21-09-2010,80
KDV,16,30-08-2021,575
VGO,6,28-12-2021,1731
VGO,4,29-06-2018,852
VGO,6,23-10-2017,150
KDV,8,10-07-2017,166
VGO,6,05-08-2022,531
VGO,6,21-04-2016,1699
VGO,6,22-10-2020,351
VGO,6,02-03-2017,935
KDV,23,01-07-2021,518
VGO,6,21-06-2022,1783
VGO,5,26-10-2016,150
VGO,6,13-03-2020,1954
VGO,6,30-01-2019,214
KDV,48,01-10-2016,1581
VGO,4,08-12-2016,1963
VGO,6,05-11-2021,37
VGO,6,01-11-2019,148
VGO,3,30-01-2018,1730
KDV,16,15-08-2022,599
VGO,6,27-11-2017,150
BSO,22,02-01-2010,232
VGO,6,01-06-2019,1705
VGO,6,22-06-2022,532
VGO,6,08-02-2022,80
VGO,6,14-04-2022,599
KDV,24,17-01-2017,307
KDV,14,19-08-2017,363
VGO,6,22-08-2022,599
KDV,16,07-10-2019,1979
KDV,16,21-12-2012,1961
VGO,6,30-06-2010,119
BSO,30,26-11-2020,879
VGO,4,22-08-2019,1731
KDV,28,19-02-2018,777
BSO,76,12-06-2017,772
KDV,16,15-08-2020,394
BSO,4,01-07-2021,766
VGO,6,20-08-2019,203
VGO,6,01-02-2020,400
VGO,6,02-09-2019,505
KDV,48,01-01-2010,394
VGO,6,11-02-2021,1783
KDV,48,12-11-2018,858
BSO,130,03-07-1999,202
VGO,1,18-08-2016,777
BSO,18,23-02-2017,893
VGO,6,01-09-2018,109
VGO,6,01-07-2018,193
VGO,6,05-02-2018,268
VGO,6,14-08-2018,553
VGO,6,25-05-2016,222
VGO,6,24-09-2021,362
VGO,6,21-09-2021,957
BSO,20,28-07-2022,537
BSO,40,01-01-2010,355
VGO,6,13-11-2017,1952
KDV,16,01-10-2016,1949
KDV,40,31-08-2020,345
KDV,32,28-03-2019,867
VGO,6,06-07-2017,406
KDV,28,19-07-2016,344
VGO,6,19-07-2018,233
VGO,6,17-09-2018,1709
BSO,22,19-08-2016,1711
BSO,22,31-08-2020,1963
BSO,20,17-10-2016,361
VGO,6,10-04-2017,166
VGO,6,07-07-2022,626
VGO,6,03-11-2020,599
VGO,6,06-12-2018,153
KDV,16,17-08-2021,301
VGO,6,26-01-2018,376
VGO,6,09-08-2019,627
BSO,44,01-08-2022,1901
BSO,60,03-09-2018,363
VGO,6,17-05-2022,482
BSO,21,14-07-2016,518
KDV,32,20-07-2021,627
VGO,6,20-09-2021,252
VGO,4,21-09-2010,150
BSO,9,20-09-2016,1859
VGO,6,01-03-2016,160
VGO,6,24-11-2021,1641
KDV,31,21-09-2016,200
VGO,6,01-05-2017,1842
VGO,4,17-03-2021,344
VGO,6,01-09-2016,820
VGO,6,16-08-2010,171
KDV,16,01-09-2019,214
VGO,4,21-12-2015,406
KDV,32,13-09-2018,1598
VGO,6,21-02-2017,484
BSO,50,25-07-2016,200
VGO,6,24-08-2020,1708
VGO,6,06-05-2019,1942
VGO,5,17-12-2021,363
VGO,5,29-01-2016,34
BSO,44,25-07-2022,502
VGO,5,08-10-2019,1959
VGO,6,25-05-2021,498
VGO,6,04-02-2020,995
BSO,24,01-03-2021,1959
BSO,92,25-08-2017,848
BSO,52,02-01-2019,1924
KDV,21,01-07-2020,1949
KDV,47,01-05-2012,1980
BSO,44,23-03-2018,363
VGO,6,26-03-2020,14
KDV,59,12-10-2016,502
VGO,6,14-01-2022,222
KDV,16,07-12-2017,150
KDV,10,02-02-2016,1621
BSO,38,26-08-2019,439
BSO,22,07-06-2021,200
VGO,6,10-10-2018,281
VGO,6,23-08-2021,202
VGO,6,13-06-2022,1969
KDV,16,21-08-2017,203
VGO,6,07-06-2021,848
VGO,6,18-03-2015,1676
VGO,5,01-03-2022,203
VGO,6,09-09-2020,345
KDV,13,01-01-2019,228
BSO,58,01-04-2021,363
VGO,6,01-02-2022,599
BSO,30,03-01-2017,392
VGO,6,05-01-2021,203
VGO,6,25-06-2018,202
KDV,15,01-08-2019,1966
VGO,6,01-11-2020,599
VGO,6,11-01-2021,848
VGO,6,09-11-2021,160
KDV,45,23-04-2018,1954
VGO,6,04-06-2020,342
VGO,5,24-03-2021,184
KDV,16,18-11-2020,363
KDV,26,01-01-2019,141
BSO,104,01-01-2022,1942
VGO,6,01-02-2020,797
KDV,16,03-09-2019,1731
VGO,6,07-01-2022,331
BSO,44,20-04-2018,1930
VGO,4,20-04-2021,86
VGO,6,04-10-2019,995
BSO,24,01-10-2019,1900
VGO,6,15-06-2020,1900
VGO,6,12-09-2017,163
VGO,6,15-03-2017,737
VGO,6,11-04-2017,397
VGO,6,16-02-2017,1891
VGO,6,08-01-2019,531
VGO,6,24-03-2020,824
VGO,6,24-08-2010,1980
VGO,4,23-03-2021,866
VGO,6,18-12-2019,363
VGO,6,28-07-2020,344
VGO,6,01-09-2010,610
VGO,6,20-06-2019,200
VGO,6,01-10-2019,153
VGO,6,01-12-2018,753
VGO,6,08-10-2020,400
VGO,6,14-09-2010,855
VGO,6,30-08-2016,221
VGO,6,27-10-2021,546
VGO,3,22-07-2020,59
KDV,14,20-08-2017,484
VGO,6,01-08-2022,1949
KDV,103,01-01-2010,772
KDV,31,11-07-2016,1963
BSO,36,01-01-2010,736
VGO,6,05-11-2010,47
BSO,45,27-08-2018,321
VGO,6,26-11-2020,74
VGO,6,13-01-2020,1699
BSO,30,11-08-2009,118
BSO,8,07-02-2012,1859
VGO,6,22-08-2022,794
VGO,4,25-07-2018,193
VGO,6,23-07-2014,396
VGO,6,16-08-2021,772
BSO,77,28-11-2016,228
VGO,6,09-05-2019,1708
KDV,48,01-10-2020,344
VGO,3,01-09-2021,579
VGO,6,03-06-2017,109
VGO,4,01-05-2018,1982
KDV,64,01-05-2017,193
VGO,6,06-06-2016,363
BSO,11,09-04-2020,1735
KDV,32,19-06-2017,599
KDV,28,01-05-2019,995
KDV,16,01-09-2018,1948
VGO,6,16-06-2022,106
VGO,4,08-06-2018,518
BSO,60,25-07-2011,394
VGO,6,06-09-2021,664
BSO,44,01-08-2018,1916
KDV,16,01-01-2017,1924
BSO,22,13-08-2021,1896
KDV,16,20-12-2019,80
VGO,6,07-05-2020,377
VGO,6,02-12-2020,1931
VGO,6,01-12-2015,858
BSO,20,01-02-2018,1940
VGO,6,08-06-2022,268
VGO,6,23-12-2016,757
VGO,6,21-09-2010,34
VGO,3,18-02-2021,865
KDV,15,02-09-2019,1892
BSO,20,01-09-2020,537
VGO,2,24-11-2016,80
VGO,6,01-02-2022,907
BSO,60,30-01-2012,353
BSO,30,23-08-2021,177
VGO,6,25-11-2021,166
VGO,6,04-09-2019,1949
VGO,6,22-04-2022,200
VGO,6,31-05-2016,531
VGO,4,07-10-2010,168
VGO,6,16-04-2021,37
VGO,6,09-03-2021,200
VGO,6,19-05-2022,1970
VGO,6,22-08-2016,213
BSO,58,12-07-2016,200
KDV,32,01-01-2010,106
VGO,6,29-11-2016,794
KDV,16,21-06-2018,758
BSO,36,22-07-2019,772
BSO,60,19-10-2015,34
VGO,6,02-10-2019,268
VGO,6,16-01-2017,1883
VGO,6,17-05-2019,1659
VGO,6,02-10-2017,1730
KDV,28,03-02-2014,798
VGO,5,01-06-2016,228
VGO,6,10-11-2016,1699
KDV,8,26-08-2019,1966
VGO,6,29-11-2021,599
KDV,14,31-08-2016,321
VGO,5,15-02-2022,397
KDV,8,27-03-2022,1930
KDV,32,21-08-2017,599
VGO,6,06-01-2020,214
BSO,30,08-09-2020,1980
VGO,6,26-04-2021,273
VGO,6,16-03-2017,737
VGO,6,01-01-2020,1969
VGO,6,27-07-2022,513
VGO,6,01-01-2022,1949
VGO,4,21-02-2020,1982
VGO,6,06-08-2019,518
VGO,6,18-03-2021,1891
KDV,28,17-05-2022,402
VGO,3,01-08-2020,345
KDV,16,17-03-2016,268
KDV,16,02-02-2012,296
VGO,6,29-03-2017,1742
VGO,6,01-10-2018,392
VGO,6,01-05-2022,119
KDV,25,30-08-2018,1676
VGO,6,25-08-2020,303
VGO,6,06-04-2022,664
VGO,5,02-03-2022,1916
VGO,4,10-06-2022,1982
VGO,6,07-04-2016,1719
VGO,6,05-03-2021,826
VGO,5,07-09-2020,1901
VGO,6,09-09-2016,770
BSO,42,01-09-2014,321
VGO,6,18-07-2017,882
VGO,6,23-06-2010,1980
VGO,6,24-10-2017,114
KDV,15,01-01-2022,1963
VGO,5,19-03-2014,599
KDV,29,02-11-2012,114
VGO,6,01-05-2016,1894
VGO,6,10-03-2021,873
VGO,6,10-12-2020,363
BSO,20,09-07-2018,150
KDV,14,01-03-2016,599
KDV,6,20-11-2017,200
VGO,6,01-09-2019,889
VGO,4,04-08-2022,197
VGO,6,10-05-2021,228
VGO,6,29-05-2018,150
VGO,6,01-01-2016,532
VGO,6,01-07-2019,1740
VGO,6,03-01-2022,150
VGO,6,15-06-2020,109
VGO,6,20-07-2020,772
VGO,6,22-03-2016,294
VGO,6,24-05-2021,344
VGO,6,14-02-2022,397
KDV,32,21-10-2019,14
BSO,36,16-03-2020,98
VGO,6,26-09-2019,202
VGO,6,09-07-2020,222
KDV,16,01-03-2016,599
VGO,4,01-09-2010,59
BSO,44,27-07-2016,484
VGO,6,27-01-2011,177
BSO,41,04-01-2016,542
VGO,5,21-01-2019,302
VGO,6,16-06-2022,228
VGO,6,20-09-2016,114
KDV,64,18-10-2021,1980
BSO,22,01-02-2021,363
VGO,6,27-11-2020,512
BSO,16,27-07-2021,177
VGO,6,01-01-2021,164
KDV,14,16-07-2013,1969
BSO,22,31-07-2018,363
VGO,6,29-10-2018,1891
VGO,4,05-03-2019,579
KDV,16,01-09-2016,518
VGO,6,09-12-2020,150
VGO,4,16-08-2022,14
KDV,16,01-10-2016,164
BSO,44,01-09-2019,518
VGO,6,31-08-2021,274
VGO,4,02-03-2020,363
VGO,6,01-05-2021,74
VGO,6,01-02-2017,995
VGO,6,16-06-2016,599
VGO,4,05-07-2016,917
VGO,6,26-03-2021,1731
GOB,NaN,02-11-2018,232
VGO,4,28-11-2019,34
VGO,6,11-09-2012,141
BSO,43,01-01-2010,518
KDV,26,03-09-2018,1730
VGO,6,25-06-2018,794
KDV,32,09-12-2015,484
BSO,20,15-04-2021,406
BSO,60,24-07-2017,200
VGO,6,04-04-2018,80
VGO,6,01-12-2018,203
VGO,6,27-08-2021,200
VGO,6,25-04-2022,268
VGO,6,16-08-2022,59
VGO,6,03-08-2022,1783
VGO,6,04-03-2019,268
VGO,6,26-04-2021,1734
KDV,8,19-07-2021,200
VGO,6,28-06-2016,845
KDV,25,10-05-2022,74
VGO,6,27-06-2019,344
VGO,6,31-08-2020,606
VGO,6,07-04-2020,193
VGO,4,20-01-2022,796
VGO,6,01-03-2020,118
BSO,16,20-03-2017,917
KDV,16,18-07-2019,171
VGO,6,22-09-2020,1952
KDV,15,23-08-2021,431
VGO,6,20-12-2021,599
VGO,6,17-01-2020,59
VGO,6,30-04-2021,716
VGO,6,03-01-2013,1655
VGO,6,31-08-2010,1507
BSO,22,04-09-2017,1970
BSO,24,13-04-2021,505
KDV,10,08-10-2020,1950
KDV,104,01-01-2005,622
VGO,6,15-08-2021,531
VGO,6,15-08-2016,14
VGO,6,01-02-2022,86
VGO,6,18-01-2021,1900
BSO,50,06-12-2012,34
BSO,16,18-05-2020,1674
KDV,16,01-08-2018,214
KDV,16,07-09-2017,796
GOB,NaN,01-10-2018,1924
VGO,6,12-01-2018,344
VGO,5,28-09-2016,599
KDV,14,15-08-2016,331
BSO,17,07-09-2017,400
KDV,8,24-05-2018,114
BSO,27,23-06-2020,599
BSO,32,29-02-2016,345
KDV,16,01-01-2017,882
BSO,18,01-09-2017,1950
VGO,6,08-01-2021,1680
VGO,6,07-09-2021,1942
VGO,6,15-02-2021,1955
BSO,24,29-08-2016,1699
GOB,NaN,01-01-2010,715
VGO,5,14-06-2022,184
KDV,19,05-03-2019,503
VGO,6,30-07-2021,1942
BSO,44,18-04-2022,1509
BSO,40,07-01-2021,1771
BSO,40,01-01-2010,293
BSO,50,26-10-2017,785
GOB,NaN,01-01-2010,917
VGO,6,05-07-2021,1940
VGO,6,17-12-2010,150
VGO,6,27-09-2018,90
KDV,38,30-06-2016,268
KDV,15,12-01-2022,599
VGO,6,05-08-2021,1978
KDV,16,04-01-2005,1721
VGO,6,01-08-2019,502
VGO,4,24-06-2022,202
VGO,6,24-07-2018,777
VGO,6,17-10-2018,757
BSO,20,18-12-2018,599
VGO,4,01-01-2016,175
VGO,3,28-04-2016,575
VGO,6,30-06-2022,226
GOB,NaN,29-01-2020,118
BSO,72,01-10-2021,579
VGO,6,07-02-2019,1959
VGO,6,15-09-2016,189
VGO,6,18-03-2020,394
VGO,6,28-10-2019,717
VGO,6,07-10-2020,361
VGO,6,21-08-2019,1598
VGO,6,02-09-2010,34
VGO,6,01-04-2021,599
VGO,6,14-09-2017,1931
BSO,22,24-07-2018,861
VGO,6,21-11-2018,1771
KDV,15,27-06-2017,114
KDV,16,01-11-2021,1586
VGO,6,23-11-2020,1774
KDV,16,05-11-2019,361
VGO,6,08-01-2019,1676
KDV,16,28-11-2016,984
VGO,6,09-08-2022,1963
VGO,6,26-01-2017,1982
BSO,30,12-07-2022,1742
KDV,16,24-07-2012,575
BSO,30,27-01-2016,1954
VGO,6,05-03-2018,983
BSO,16,03-02-2017,166
VGO,6,06-09-2021,294
BSO,48,24-05-2017,193
VGO,4,01-03-2020,882
VGO,6,06-06-2017,758
VGO,6,01-02-2019,988
BSO,30,05-09-2017,273
BSO,20,06-10-2015,281
VGO,6,04-04-2022,1930
VGO,6,17-05-2022,402
VGO,6,01-04-2022,1742
KDV,16,17-12-2020,197
VGO,6,19-09-2017,983
VGO,6,30-01-2018,867
VGO,6,22-07-2021,203
VGO,6,12-10-2020,866
VGO,6,20-10-2017,1952
KDV,14,05-03-2021,867
KDV,16,09-11-2016,394
VGO,6,01-05-2020,758
VGO,6,17-08-2020,715
VGO,6,30-01-2018,518
BSO,66,17-08-2021,907
KDV,16,01-04-2016,935
KDV,16,03-09-2018,1949
VGO,6,07-06-2022,758
VGO,6,18-04-2019,668
VGO,6,18-11-2020,202
KDV,32,23-06-2016,98
BSO,55,09-11-2004,345
KDV,16,01-01-2022,342
BSO,5,13-10-2017,216
VGO,6,14-06-2022,281
KDV,16,12-12-2017,1708
VGO,1,09-11-2010,1709
VGO,6,28-01-2020,796
VGO,6,14-01-2021,400
BSO,34,05-07-2022,90
KDV,24,04-07-2022,736
VGO,6,30-06-2011,180
VGO,6,29-10-2020,642
KDV,12,16-03-2018,1931
KDV,24,13-08-2020,1859
VGO,6,16-03-2018,148
VGO,6,08-08-2022,770
VGO,5,08-07-2020,1783
KDV,16,11-08-2021,1911
VGO,6,26-10-2021,177
VGO,6,02-06-2021,1700
VGO,6,07-07-2016,396
VGO,6,20-08-2019,1901
KDV,28,07-08-2017,1783
VGO,6,10-11-2017,37
KDV,12,23-06-2021,34
VGO,6,23-10-2019,772
KDV,16,04-09-2017,114
VGO,6,20-12-2016,766
VGO,5,27-08-2020,599
KDV,24,21-07-2016,1705
VGO,5,05-09-2016,983
VGO,6,03-09-2010,687
VGO,6,07-03-2011,1978
VGO,6,29-08-2016,90
VGO,6,25-06-2018,995
VGO,6,24-01-2019,90
VGO,6,26-10-2017,59
VGO,6,15-02-2021,748
BSO,22,22-07-2022,1728
VGO,5,08-08-2018,1980
VGO,6,27-05-2021,758
BSO,32,06-09-2021,957
BSO,40,03-10-2011,437
KDV,23,30-10-2013,518
KDV,120,01-01-2010,344
VGO,6,01-01-2018,90
VGO,6,21-09-2021,1948
BSO,124,17-07-2018,344
VGO,6,12-01-2018,984
VGO,5,20-05-2019,377
BSO,24,04-01-2021,299
VGO,6,20-02-2018,275
BSO,55,26-06-2020,344
KDV,29,01-03-2021,363
VGO,6,17-07-2017,1901
VGO,6,28-06-2021,1586
VGO,5,09-09-2019,1729
BSO,134,08-03-2021,599
KDV,80,02-09-2019,344
BSO,27,31-08-2020,74
VGO,4,10-03-2020,361
VGO,6,28-01-2021,1942
VGO,6,19-10-2020,1581
VGO,6,30-01-2013,50
VGO,6,01-09-2018,946
VGO,2,04-11-2019,14
BSO,90,06-10-2020,518
VGO,6,08-04-2021,1896
VGO,5,06-04-2020,518
VGO,6,29-12-2021,484
BSO,24,12-11-2018,14
KDV,44,29-08-2019,80
KDV,12,16-03-2017,197
KDV,30,15-11-2013,114
KDV,12,12-04-2017,14
VGO,6,30-01-2017,158
VGO,3,11-08-2022,14
VGO,6,27-02-2018,177
VGO,6,14-03-2022,1978
VGO,6,15-03-2021,766
VGO,2,17-09-2020,362
VGO,6,23-03-2017,1734
VGO,6,02-07-2021,344
VGO,6,11-12-2019,171
KDV,30,09-07-2014,677
VGO,2,18-08-2017,1509
BSO,17,13-08-2018,1669
VGO,6,15-11-2017,321
BSO,8,21-08-2019,983
VGO,5,06-07-2020,866
VGO,5,23-05-2022,141
VGO,6,15-01-2020,160
VGO,6,01-03-2020,203
VGO,6,30-07-2020,757
VGO,5,20-08-2010,163
KDV,68,01-01-2010,479
VGO,4,10-03-2016,1959
VGO,6,12-12-2019,74
VGO,6,02-09-2020,420
VGO,6,13-11-2020,302
KDV,16,16-11-2015,342
VGO,4,22-04-2022,202
KDV,48,01-09-2020,1980
VGO,6,24-07-2018,627
VGO,6,21-08-2020,363
VGO,6,01-08-2022,74
BSO,20,04-10-2021,575
VGO,4,14-06-2022,1891
VGO,6,03-04-2018,268
BSO,8,02-03-2021,1774
KDV,32,15-02-2016,784
VGO,6,24-03-2016,627
KDV,15,12-05-2022,518
